time,temperature
1631992618.4126365,272.5146484375
1631992619.4209554,272.7435546875
1631992620.4239168,273.0083984375
1631992621.431536,273.21328125
1631992622.4335513,273.4646484375
1631992623.4368577,273.6806640625
1631992624.4512765,273.8931640625
1631992625.454656,274.1341796875
1631992626.4579532,274.3662109375
1631992627.4612925,274.6283203125
1631992628.4640727,274.853125
1631992629.4762628,275.11875
1631992630.4793253,275.356640625
1631992631.4821184,275.594140625
1631992632.4855444,275.858203125
1631992633.4889948,276.1005859375
1631992634.496313,276.3427734375
1631992635.4996772,276.616796875
1631992636.5031655,276.8451171875
1631992637.5065157,277.122265625
1631992638.509446,277.3576171875
1631992639.513024,277.62578125
1631992640.5206444,277.8599609375
1631992641.5235915,278.078515625
1631992642.5269637,278.3314453125
1631992643.534419,278.5361328125
1631992644.538331,278.7716796875
1631992645.5468202,278.9638671875
1631992646.5502114,279.17734375
1631992647.5537405,279.41953125
1631992648.5555077,279.646484375
1631992649.5594292,279.896875
1631992650.5684092,280.130859375
1631992651.5717595,280.359375
1631992652.5745776,280.6044921875
1631992653.5779586,280.8087890625
1631992654.58138,281.0458984375
1631992655.589854,281.2482421875
1631992656.593316,281.4591796875
1631992657.5971124,281.658984375
1631992658.6009583,281.8615234375
1631992659.6042757,282.0953125
1631992660.6126838,282.3033203125
1631992661.616054,282.5640625
1631992662.6188812,282.7927734375
1631992663.6243165,283.06484375
1631992664.6276374,283.3009765625
1631992665.6359737,283.515234375
1631992666.6388037,283.7494140625
1631992667.642315,283.9318359375
1631992668.646773,284.131640625
1631992669.6500442,284.3001953125
1631992670.6570113,284.4724609375
1631992671.6604123,284.687109375
1631992672.6639066,284.8865234375
1631992673.66728,285.1212890625
1631992674.670602,285.3541015625
1631992675.679457,285.5724609375
1631992676.683036,285.8189453125
1631992677.685851,286.0388671875
1631992678.6892655,286.2791015625
1631992679.6927204,286.475390625
1631992680.6942728,286.666796875
1631992681.6981926,286.8951171875
1631992682.702093,287.09140625
1631992683.705454,287.315234375
1631992684.708538,287.5041015625
1631992685.7166502,287.722265625
1631992686.7251272,287.9255859375
1631992687.7285264,288.137109375
1631992688.7313323,288.3798828125
1631992689.7347455,288.5759765625
1631992690.7381008,288.7974609375
1631992691.7459886,288.9859375
1631992692.7486248,289.1634765625
1631992693.7520459,289.3611328125
1631992694.755446,289.5548828125
1631992695.758816,289.790234375
1631992696.7674222,290.0099609375
1631992697.7708194,290.2169921875
1631992698.7727373,290.4650390625
1631992699.7761395,290.6748046875
1631992700.7794926,290.90546875
1631992701.7879086,291.1015625
1631992702.7907066,291.3279296875
1631992703.7941997,291.532421875
1631992704.7975519,291.7404296875
1631992705.799998,291.9822265625
1631992706.8083217,292.19609375
1631992707.812263,292.4361328125
1631992708.815416,292.6353515625
1631992709.8188221,292.8296875
1631992710.822201,293.0353515625
1631992711.8331132,293.201171875
1631992712.8359373,293.4033203125
1631992713.8393753,293.59296875
1631992714.8476532,293.8052734375
1631992715.8504293,293.99140625
1631992716.8593304,294.178125
1631992717.8628125,294.408984375
1631992718.8656034,294.5990234375
1631992719.8690224,294.828515625
1631992720.8724654,295.0484375
1631992721.8742585,295.2650390625
1631992722.8777165,295.5130859375
1631992723.8813086,295.72421875
1631992724.8833196,295.9474609375
1631992725.8867307,296.1287109375
1631992726.8900797,296.2994140625
1631992727.9043677,296.50390625
1631992728.9061406,296.673828125
1631992729.9095397,296.873828125
1631992730.9130328,297.0525390625
1631992731.9164488,297.240234375
1631992732.9250789,297.4529296875
1631992733.9284446,297.624609375
1631992734.9312437,297.8322265625
1631992735.9340277,298.01171875
1631992736.9374287,298.2009765625
1631992737.9458337,298.418359375
1631992738.9486117,298.6154296875
1631992739.9519777,298.848046875
1631992740.9553308,299.059765625
1631992741.9586816,299.259765625
1631992742.9661076,299.483984375
1631992743.9694827,299.6740234375
1631992744.9729416,299.89765625
1631992745.9757357,300.0849609375
1631992746.9791348,300.26953125
1631992747.9876485,300.4728515625
1631992748.9910176,300.660546875
1631992749.9938796,300.8705078125
1631992750.9972465,301.055859375
1631992752.0006294,301.24921875
1631992753.0024807,301.4759765625
1631992754.0059404,301.683203125
1631992755.0093393,301.9205078125
1631992756.0128226,302.1328125
1631992757.0156205,302.378125
1631992758.0190024,302.591015625
1631992759.0273743,302.801953125
1631992760.0291784,303.0287109375
1631992761.0327153,303.2181640625
1631992762.036137,303.410546875
1631992763.0394862,303.571484375
1631992764.0479622,303.761328125
1631992765.051362,303.9236328125
1631992766.0547469,304.0734375
1631992767.0581288,304.246484375
1631992768.060922,304.395703125
1631992769.0697896,304.5810546875
1631992770.0732996,304.7326171875
1631992771.076099,304.9185546875
1631992772.0794616,305.0935546875
1631992773.0830107,305.2861328125
1631992774.0911596,305.4849609375
1631992775.0939605,305.64296875
1631992776.0973363,305.8451171875
1631992777.1007292,306.026953125
1631992778.1042283,306.194140625
1631992779.117253,306.3931640625
1631992780.120626,306.57265625
1631992781.1241827,306.785546875
1631992782.1273508,306.9576171875
1631992783.1360328,307.1408203125
1631992784.1445875,307.349609375
1631992785.1463485,307.5197265625
1631992786.1497486,307.7181640625
1631992787.1532502,307.8841796875
1631992788.1550002,308.082421875
1631992789.1636832,308.251953125
1631992790.1667929,308.4265625
1631992791.169978,308.6291015625
1631992792.172906,308.817578125
1631992793.176432,309.026171875
1631992794.1848066,309.1970703125
1631992795.1881976,309.40390625
1631992796.1915615,309.5919921875
1631992797.1949494,309.7853515625
1631992798.1983612,309.995703125
1631992799.2063448,310.1927734375
1631992800.209759,310.41953125
1631992801.213146,310.60234375
1631992802.2159216,310.7958984375
1631992803.2193258,311.019140625
1631992804.2277365,311.2146484375
1631992805.2311413,311.4287109375
1631992806.233936,311.6265625
1631992807.2372992,311.813671875
1631992808.240638,312.0087890625
1631992809.2484257,312.1701171875
1631992810.2519057,312.345703125
1631992811.2552514,312.4947265625
1631992812.2580204,312.675390625
1631992813.2613354,312.833203125
1631992814.269484,313.0107421875
1631992815.273037,313.2177734375
1631992816.275839,313.406640625
1631992817.2793157,313.6271484375
1631992818.2829196,313.83828125
1631992819.2849584,314.0333984375
1631992820.2884123,314.2578125
1631992821.2917902,314.4412109375
1631992822.2950482,314.6216796875
1631992823.296895,314.8171875
1631992824.3002658,314.9732421875
1631992825.3090096,315.174609375
1631992826.3124764,315.348046875
1631992827.3153162,315.5431640625
1631992828.318712,315.7099609375
1631992829.322093,315.8771484375
1631992830.3353047,316.0703125
1631992831.3381157,316.2189453125
1631992832.3415234,316.4103515625
1631992833.3449132,316.5955078125
1631992834.3499362,316.79140625
1631992835.3583498,316.959765625
1631992836.3613226,317.1451171875
1631992837.3646505,317.345703125
1631992838.3674273,317.5158203125
1631992839.3708284,317.72109375
1631992840.379443,317.894921875
1631992841.3829527,318.072265625
1631992842.3860586,318.2798828125
1631992843.3894296,318.45390625
1631992844.3929403,318.646484375
1631992845.400102,318.80546875
1631992846.408891,318.969140625
1631992847.4113886,319.1525390625
1631992848.4147274,319.3189453125
1631992849.4181583,319.5087890625
1631992850.4266,319.684765625
1631992851.4299097,319.896875
1631992852.4331677,320.0705078125
1631992853.4365594,320.2490234375
1631992854.4399102,320.4578125
1631992855.447192,320.640625
1631992856.4506059,320.8564453125
1631992857.4540784,321.0490234375
1631992858.4558952,321.2517578125
1631992859.4593163,321.4134765625
1631992860.468191,321.5759765625
1631992861.4715238,321.7400390625
1631992862.4742887,321.8853515625
1631992863.4777102,322.0515625
1631992864.481164,322.209765625
1631992865.4893537,322.3533203125
1631992866.4911516,322.5205078125
1631992867.4945066,322.6720703125
1631992868.5031683,322.8162109375
1631992869.506526,322.9951171875
1631992870.5138905,323.1583984375
1631992871.5172734,323.346875
1631992872.5207243,323.508984375
1631992873.524673,323.696484375
1631992874.5281386,323.8439453125
1631992875.5417395,323.987890625
1631992876.5450943,324.16015625
1631992877.547913,324.3232421875
1631992878.5513198,324.5052734375
1631992879.5547016,324.68125
1631992880.5620263,324.9
